state,local,mean,sd,q025,q05,q25,q50,q75,q95,q975
Kwara,Irepodun,185106.8263,17672.47761,151426.4,156783.35,173758.5,184736.5,196048.75,214830.95,221579.2
Kwara,Isin,53881.6324,5215.06293,44071.775,45659.85,50594.75,53706,57055.25,62572.95,64620.075
Kwara,Kaiama,432193.2037,58438.18936,327107.825,351458.25,399230.25,427402.5,459523.25,527854.6,563320.475
Kwara,Moro,297713.9062,27381.29036,247339.85,258415.7,281428,296260,312072.5,342281,355443.525
Kwara,Offa,209696.8957,22224.96303,166617.2,174220.35,195328.25,209360.5,223090.5,246952.45,255677.05
Kwara,Oke Ero,47024.5246,4988.38341,37336.975,39003.95,43851,46905.5,50103,55331.5,57252.1
Kwara,Oyun,165619.1335,16241.61953,134249.975,139848.5,155269.25,165287.5,175289.25,192647.05,199477.2
Kwara,Pategi,141560.2184,11464.98826,119180.65,123592.75,134670.75,141420,148105.75,160396.25,165483.225
Lagos,Agege,208739.1188,24732.20922,166357,172119.65,191341.75,206473,223938.5,252951,263733.35
Lagos,Ajeromi/Ifelodun,190633.7583,34378.26416,135319.5,142583.3,166605.25,186576,210322.25,253176.2,270393.275
Lagos,Alimosho,2107578.551,334798.7301,1555018.575,1631274.4,1874106,2072736.5,2301665.75,2712464.15,2865772.775
Lagos,Amuwo Odofin,495980.6227,69381.54573,373984.875,392302.6,447756.75,489637.5,538688.5,619062.95,647110.075
Lagos,Apapa,230283.1856,44066.12606,157811.325,166557.7,199966,225672.5,254843,309159.65,330456.825
Lagos,Badagry,562247.2531,72039.93074,437527.625,454953.45,511136.5,556410,605282.75,688092.05,719816.575
Lagos,Epe,220872.362,25178.31696,176946.65,183213.7,203026.75,219302,236386,265325.85,274848.525
Lagos,Eti Osa,880719.318,116269.5161,670200.75,700052.25,799633.5,875390.5,955071.75,1080072.6,1122472.6
Lagos,Ibeju Lekki,430368.058,57260.75544,334005.025,345170.2,389311,425849,466107.25,531799.95,555387.125
Lagos,Ifako/Ijaye,238326.1707,38973.83921,172346.45,180578.75,211190.75,234656,261505.25,306291.25,326044.2
Lagos,Ikeja,317785.4574,54527.05619,224068.975,236242.9,279483,313944,350977.25,412545.05,438308.125
Lagos,Ikorodu,1225578.596,154184.003,952158.65,988697.45,1118074.5,1216583,1321989.75,1496943.5,1549140.7
Lagos,Kosofe,496183.8799,81787.0257,356418.325,376645.8,439776.25,488226.5,543770,642605.9,680711.525
Lagos,Lagos Island,69755.1786,9538.393652,53556.95,55747.7,63013,68921,75630.5,86774.5,90594.35
Lagos,Lagos Mainland,319893.2745,61076.20857,221547.525,235489.75,277047.25,312611,354332,429950.3,459931.3
Lagos,Mushin,200924.5764,41267.00138,132520.325,141173.25,172012.5,196572.5,225464.25,275405.75,293286.175
Lagos,Ojo,684611.3101,135805.0033,460966.025,489178.4,590209,670732.5,761167.25,929499.05,995297.15
Lagos,Oshodi/Isolo,492593.6228,85967.65374,355075.025,371128.65,431521.25,482808,543037.75,646068.85,686861.4
Lagos,Shomolu,124221.5922,15152.97206,98110.725,101585.45,113500.5,123054,133429.5,151303.6,157319.025
Lagos,Surulere,68446.6751,9590.367673,52173.875,54315.85,61608,67630,74251,85758.05,89929.725
Nasarawa,Akwanga,149923.2432,12453.83726,125833.475,130310,142154.75,149643,157450.5,170599.15,175314.175
Nasarawa,Awe,279130.6052,34534.04866,217576.725,232253.3,259642,276643.5,295348.25,336376.05,356669.85
Nasarawa,Doma,1000272.511,82795.53624,841213.125,871699.1,946916,997886.5,1050513.5,1139281.9,1176036.45
Nasarawa,Karu,1239649.872,118233.79,1002696.3,1047246.75,1165665.5,1239611,1313612.25,1432964.45,1477871.625
Nasarawa,Keana,112202.656,12516.79872,88823.95,94538.9,104995.75,111390,118502.25,132295.95,139354.325
Nasarawa,Keffi,232922.7119,23041.17368,187258.25,195743.5,218466,232854.5,246733.25,271553.95,280345.125
Nasarawa,Kokona,311939.8602,23939.12149,265678.925,275028.9,297796,311241,325608.25,350989.25,361177.8
Nasarawa,Lafia,252544.7407,24436.41971,205676.375,215973.5,238084.75,251898.5,265935.25,293147.7,304414.1
Nasarawa,Nasarawa,416280.6875,32950.29268,351004.675,364593.35,396455.75,415700.5,435322,470978.55,484660.775
Nasarawa,Nasarawa Egon,57364.7866,5178.179779,48175.525,49851.6,54132.25,56993,60238,65909.35,68404.475
Nasarawa,Obi,212222.8582,16915.11815,179560.45,185904.15,201933,211846,222202.25,240233.15,247842.1
Nasarawa,Toto,178385.6281,15327.08712,148962.725,154792.7,169231.75,177962.5,187222.25,203238.3,210572.075
Nasarawa,Wamba,288564.6014,22719.56247,243245.125,252031.95,274708,288340.5,302365.25,325876.4,334846.55
Niger,Agaie,205955.7674,17351.34326,173042.85,179029.95,195073,205516,216207.25,235149.5,242733.85
Niger,Agwara,147415.4729,20157.18146,112317.95,120435.9,135488,145586,157139.25,181217.45,192905.3
Niger,Bida,228618.4,27633.25757,176789.3,185803.95,210841,227392,244984.5,275706.2,288218.95
Niger,Borgu,651447.5189,85591.33644,500201.85,537678.3,601409.25,643886,692289.5,793909.95,845061.25
Niger,Bosso,440042.7678,37234.31235,370334.4,384705.6,418289.25,438134,460570,501173.2,520216.675
Niger,Chanchaga,525190.7913,59925.57797,410095.425,430683.2,486864.5,523633.5,560649.5,624487.15,652377.925
Niger,Edati,108404.3555,9617.780834,90195.825,93425.6,102233.25,108007.5,114120.75,124720.3,128439.675
Niger,Gbako,400976.1941,41103.99662,324100.925,337856.3,374925,398833.5,425357,470784.6,488423.75
Niger,Gurara,202682.0924,15873.24831,171611.875,177599.6,192872,202552.5,212141.25,229092.7,235639.95
Niger,Katcha,375148.9935,36560.98298,305191.15,318471.4,351997.25,373756.5,397182.25,436381.1,453577.7
Niger,Kontagora,416297.787,35288.80835,347974.975,362426.75,395076.75,414904,436610.25,474927.45,491741.35
Niger,Lapai,384469.9689,32813.64193,323537.075,335610,364756.25,382988.5,402409,438731.45,454685.1
Niger,Lavun,243083.2094,21320.3475,202536.8,210040,230103.75,242366.5,255179,279340.1,288190.45
Niger,Magama,507990.6353,58351.48513,402614.7,424965.6,473765.25,504352.5,537885,605518.2,636231.1
Niger,Mariga,783301.3087,98333.5314,607370.8,648498.35,727723.5,775666,829339.25,947237.6,1004558.325
Niger,Mashegu,873610.0268,92377.83788,700158.975,737188.6,820035,869036,921906,1027604.4,1073507.2
Niger,Mokwa,443312.0693,35090.3698,375848,389425.35,422478.75,442456.5,463303.5,501393.85,518502.15
Niger,Munya,315364.2066,37181.43304,247617.175,262604.8,294324.5,312779.5,333516.25,376268.65,397660.15
Niger,Paikoro,422617.3421,37700.94963,350986.025,365363.3,400265,421829,443496.5,484334.5,502113.1
Niger,Rafi,597252.9713,67871.98683,473531.075,501919.6,559109.75,593438.5,630418.75,706168.2,747221.2
Niger,Rijau,453084.4853,62569.69688,344443.425,369505.05,415955.75,447320.5,482800.25,558952.85,594967.825
Niger,Shiroro,619281.096,69144.88732,492903.35,521875.3,580228.75,615306,652697.25,732098.3,770168.65
Niger,Suleja,497260.084,53927.04048,391656.075,411041.4,463239.75,496482.5,529778.5,586142.5,608835.55
Niger,Tafa,138438.7252,11921.88671,114854.9,119485.1,130844.75,138215,145678.25,158137.75,162894.025
Niger,Wushishi,241926.469,25045.3817,196341.2,206434.8,227219.5,240340,255213.75,283177.2,296665
Ogun,Abeokuta North,387169.0622,37714.96742,318951.625,330033.75,362038.25,384802,409084.25,452883.1,468908.9
Ogun,Abeokuta South,303574.053,33827.21349,241809.375,251914.4,280943.25,301379,323665.75,362241.15,377064.525
Ogun,Ado Odo/Ota,1870940.304,173445.3308,1559083.975,1610141.15,1753961.75,1859279,1971768,2177263.95,2252397.025
Ogun,Ewekoro,155564.2583,12209.64076,133621.475,136828.4,147183,154803.5,163171.25,176496.1,181538.325
Ogun,Ifo,1386800.211,136604.5366,1140638.7,1179608.3,1294157,1376944,1465503.25,1630217.65,1683485.3
Ogun,Ijebu East,195204.0862,17907.39389,162118.75,167284.8,182891.75,194525.5,206608.75,225609.55,232663.225
Ogun,Ijebu North,182301.1072,18987.40765,148345.2,153585.95,169149,181257.5,193908.25,215184.3,222523.625
Ogun,Ijebu North East,47061.6972,5034.552107,38051.975,39334.7,43573.75,46731,50189,55668,57783.05
Ogun,Ijebu Ode,201668.7844,21800.90306,162726.9,168494.95,186649.5,200338.5,214773.75,239572.7,249048.575
Ogun,Ikenne,132946.2362,14275.76578,107323.575,111348.85,123148.5,132026.5,141534.25,157661.2,164018.625
Ogun,Imeko Afon,121738.8505,10174.289,103161.65,105785.9,114963.5,121336,128044,139265.55,143191.175
Ogun,Ipokia,280450.4684,24986.76745,236247.925,242862.85,263467.75,278813.5,295490.25,324035.7,333808.95
Ogun,Obafemi Owode,937418.2253,82276.4196,788877.75,813164.6,882064.75,932069,986804.75,1082446.45,1116638.375
Ogun,Odeda,282696.6238,23750.90889,239399.125,246439.75,266414,281605,297161.5,323701.05,333915.55
Ogun,Odogbolu,186064.6419,18937.09518,151915.875,157045.85,173104.25,184884,197539.75,218842.9,227188.175
Ogun,Ogun Waterside,61096.0206,5250.221481,51662.95,53065.7,57516.75,60814.5,64360.5,70044.3,72061.6
Ogun,Remo North,70787.0081,6834.225374,58635.525,60420,66056.75,70439,74961.25,82607,85118.225
Ogun,Shagamu,765428.8157,70490.18379,638577.05,658867.65,717841.75,760893.5,806720,889956.75,918670.8
Ogun,Yewa North,315939.0632,23825.38833,272767.525,278540.95,299815,314843.5,330671,356521.1,365704
Ogun,Yewa South,248523.8162,22671.12386,207830,213639.3,233604.25,247009,261799.25,288344.95,298982.3
Ondo,Akoko North East,124174.6218,12094.73002,102349.85,105687.1,116070,123300,131237.25,145383.8,150422.525
Ondo,Akoko North West,106973.787,9531.625496,89763.925,92559.95,100689.5,106319.5,112484.5,123797.35,127774.05
Ondo,Akoko South East,45223.8261,3949.873007,38236.975,39305,42504,44927.5,47559.5,52189.3,53745.175
Ondo,Akoko South West,147206.6717,13510.85696,122578.625,126702.45,138288,146404,154932.25,170845.5,177047.4
Ondo,Akure North,236236.9557,21200.92773,197663.725,204178.55,222122,234813,248753.25,273622.8,282616.575
Ondo,Akure South,391611.7436,37854.43774,323635.15,334225.75,366496.5,388862,413919,457504.4,475104.2
Ondo,Ese Odo,40034.886,3286.02714,34127,35012.75,37805.75,39832,42027.5,45680.15,47197.125
Ondo,Idanre,201505.9522,16115.39401,172131.3,176450.3,190644.75,200762.5,211413,229082.1,235797.25
Ondo,Ifedore,331342.6049,32303.50188,272975.7,282218.05,309955.5,329197,350389,387231.35,402927.025
Ondo,Ilaje,172591.5117,14121.64291,146555.275,150714.4,163005.5,171869.5,181330.5,196987.05,202620.275
Ondo,Ile Oluji/Okeigbo,317197.6893,27746.61684,266753.475,274856.5,298520,315570.5,333608.5,364960.6,377160.2
Ondo,Irele,100811.0301,8269.619923,85508.45,87829.85,95364.5,100458,105966.25,114783.9,118523.025
Ondo,Odigbo,287956.4708,25377.9368,241288.15,249283.1,270603,286539.5,303904.25,331565.1,341740.725
Ondo,Okitipupa,182483.3102,16603.23457,152572.225,157613.5,171396.75,181302.5,192292,211503.3,219115.975
Ondo,Ondo East,38632.4143,3329.102725,32730.825,33627,36307,38441.5,40714.5,44327.05,45675.1
Ondo,Ondo West,278425.2551,26489.68143,230706.875,238075.6,260429.75,276902.5,294483.25,324281.4,335045.3
Ondo,Ose,119904.4691,8808.359195,103467.325,106092.95,113999.75,119581,125347,134944.4,138570
Ondo,Owo,234766.5968,19209.14885,200004.5,205790.8,222007,233368.5,245989.75,268264.3,277537.675
Osun,Atakunmosa East,61148.7246,5257.624999,51410.975,52833,57599,60939,64423.25,70204.05,72374.15
Osun,Atakunmosa West,75305.5689,6667.261325,63250.825,65004.85,70777.75,75011.5,79383.75,86864.35,89585.15
Osun,Ayedade,177847.6915,16746.9033,147290.825,151891.6,166591.25,176991.5,188204.25,206746.45,213889.6
Osun,Ayedire,69692.5489,6566.326058,57924.9,59898.55,65214.75,69224.5,73663.75,81101.7,83880.025
Osun,Boluwaduro,47659.066,4632.497482,39345.65,40657.6,44509.5,47379.5,50494.75,55719.2,57638.075
Osun,Boripe,190706.6775,20336.54766,153923.775,159669.7,177234.5,189423.5,202752.25,225819.7,234427.025
Osun,Ede North,180244.5353,18778.83671,146842.65,151261.75,167625.75,178616.5,191633.75,212854.95,221936.4
Osun,Ede South,159607.3954,15629.60466,131311.375,135867,149321,158636.5,168962.5,186432.55,193680.225
Osun,Egbedore,302498.8417,30637.70383,246960.825,256289.35,282248.75,300325.5,320175.25,355962.75,370272.25
Osun,Ejigbo,151504.367,14210.27945,125788.975,129748.95,141961.75,150621,160093.5,176162.05,182990.875
Osun,Ife Central,175186.1007,19648.61887,139826.4,145417.9,161745,174088,187428.75,209166.1,217307.975
Osun,Ife East,389184.2906,44456.20044,309489,321921,359107,386535.5,416083.25,466659.5,484683.425
Osun,Ife North,135420.4287,13387.99897,111078.975,114770.15,126285.75,134795,143771.25,158375.15,163913.225
Osun,Ife South,153911.0595,14494.98526,126622.95,130942.9,144273.75,153388,163186.5,178616.5,184226.45
Osun,Ifedayo,20269.4895,1864.451292,16848.875,17375.95,18971,20160.5,21456,23476,24133.05
Osun,Ifelodun,119176.8444,13132.73968,95256.125,99293.85,110298.25,118488,127216.5,141951.15,147970.525
Osun,Ila,88423.6361,8075.743768,73743.875,75936.55,83005.75,87872,93293.25,102403,106096.325
Osun,Ilesha East,162349.8395,15826.84424,133886.5,138209.85,151881.5,161161,171660.75,189865.4,197191.125
Osun,Ilesha West,239032.2898,25392.99842,193269.925,200476.05,222186.5,237355,253720.75,282608.65,294571.175
Osun,Irepodun,1093.0178,172.4359026,810,844,971,1076,1194,1402.05,1481.025
Osun,Irewole,132062.9431,13762.06248,107278.975,111103.85,122818.25,131111,140243.25,156042.7,161608.25
Osun,Isokan,97358.3667,9862.413083,79581.95,82329.85,90764.75,96761,103213,114380.1,118595.35
Osun,Iwo,302213.9998,27660.02626,252782.4,260265.6,283901.5,300102,318307.25,350332.9,363424.3
Osun,Obokun,115159.0373,10536.04605,96097.95,99137.9,108041,114517,121477.75,133174.35,138134.175
Osun,Odo Otin,131999.9194,12271.64311,109908.975,113298.9,123910.75,131130,139245,153355.1,159396.05
Osun,Ola Oluwa,55598.3495,4683.149609,47213.825,48416.95,52401.75,55310,58442.75,63717,65574.25
Osun,Olorunda,304242.9867,29443.44005,251217.7,259179.45,284457.25,302209,322177.5,355509.1,368638.35
Osun,Oriade,150721.7971,13561.16321,126153.625,130292.5,141550.5,149788.5,158861.5,174569.5,180832.725
Osun,Orolu,140250.8293,15254.31109,112466.975,116954.7,130155,139180.5,149394.75,166731.2,173664.025
Osun,Osogbo,287558.9998,30731.48575,232445.7,240520.8,267401.75,285272.5,305829.25,340277.2,355056.15
Oyo,Afijio,118043.3295,16062.13662,90359.8,94231.15,106833.75,116664.5,127696.25,146776.5,153271.575
Oyo,Akinyele,484751.1653,82992.72093,348592.625,365621.95,426770,475603,532314.75,634197.85,675490.85
Oyo,Atiba,124365.5638,21434.86925,89284.725,93821.9,109600.5,122045.5,136059,163431.1,173771.55
Oyo,Atisbo,149942.2693,27439.15809,105776.425,111285.8,130900.5,146648,164876.5,199785.6,213477.025
Oyo,Egbeda,478756.8987,74496.83987,350663.825,369567.65,426706,471293.5,522832.5,612343.55,645825.5
Oyo,Ibadan North,103274.4646,16248.28762,74383.65,77938.7,91680.5,102301,113716.25,131246,137058.975
Oyo,Ibadan North East,255650.429,44350.8961,183019.375,192024.05,224610,250661,281834.25,334778.05,355232.575
Oyo,Ibadan North West,104358.603,17233.38852,74898.55,79067.45,92366.25,102800,114604.75,135279.65,143464.325
Oyo,Ibadan South East,168078.3037,31905.38112,114790.85,122453.3,146260.75,164579.5,186074.25,224976,241932.125
Oyo,Ibadan South West,137648.8812,21582.10857,100688.125,105556.5,122083.75,136002.5,151454.25,175867.4,184470.4
Oyo,Ibarapa Central,72448.795,11877.4145,52445.85,55046.9,64309,71186,79328.75,93826.3,99481.025
Oyo,Ibarapa East,103583.9625,14214.249,79023.325,82789.65,93821.5,102183,111942.5,128374.5,134535.225
Oyo,Ibarapa North,92398.9968,14226.58712,68582.35,71901.95,82609.75,90908.5,100659.75,117827.45,125507.45
Oyo,Ido,591771.3334,86563.80181,437278.05,458192.15,531093,586139,646966.5,741333.75,776178.275
Oyo,Irepo,120094.7286,18531.46976,89470.725,93495.25,106988.5,118178,130687.5,153272.65,162182.975
Oyo,Iseyin,294666.651,37710.13414,229295.875,239047.25,267961.5,291461,317877.5,361387.6,376871.125
Oyo,Itesiwaju,78359.9114,13478.72687,55961.275,59012.55,68948.5,76987.5,85975.5,102291.85,109122.25
Oyo,Iwajowa,114514.6818,17842.25644,84629.6,88680.55,101926,112896.5,125023.75,146391.45,155479.6
Oyo,Kajola,122332.5418,17122.67708,92700.75,96897.95,110574.5,120889,132507.75,153031.1,159657.875
Oyo,Lagelu,511750.026,75034.59415,382802.725,400402.65,459446.75,505693.5,556010.5,644698.8,678278.05
Oyo,Ogbomosho North,378131.9999,68068.81942,261313.4,276541.5,330417,373620,419622,496317.7,522620.55
Oyo,Ogbomosho South,210173.1823,23870.29053,168814.575,174149.9,193494,208281.5,225064.75,252138.75,261769.375
Oyo,Ogo Oluwa,85309.9185,14499.65441,61312.075,64465.7,75204,83711.5,93649.5,111804.65,117813.325
Oyo,Olorunsogo,95218.3802,14465.04855,70505.85,73980.9,85265.5,93888,103728.25,120830.35,127296.575
Oyo,Oluyole,500265.6637,78328.32962,367172.35,386211,445631,492890.5,546482,639463.2,675341.175
Oyo,Ona ara,271654.9248,50573.43745,186497.05,197582,237098,267419,300410.25,362462.55,386274
Oyo,Orelope,78011.4651,6913.559135,65821.95,67458.2,73226.25,77632,82283.25,90166.55,92771.275
Oyo,Ori Ire,173456.317,24855.2946,131639.25,137680,156068.75,170919.5,188214,218117.45,229228.45
Oyo,Oyo East,51913.9582,3795.534386,44908.95,45906.6,49267,51790,54376,58408.45,59709.025
Oyo,Oyo West,357438.5408,48490.24348,271778.2,285387.15,323433.75,353259.5,387070.25,443714.5,463386.375
Oyo,Saki East,84334.6182,15709.71255,59311.075,62501.8,73417.75,82305,93010,112430.3,120808.5
Oyo,Saki West,339872.7745,45204.53975,261856.35,272427.55,308164.5,336166,366821.75,420562.25,437805.7
Oyo,Surulere,127704.7478,18747.44071,96323.025,100669.6,114486.5,125914.5,138692,161358.1,169328.05
Plateau,Barkin Ladi,306416.3255,49027.91236,222285.55,233807.65,273638,301982,334471.5,394680.75,415720.825
Plateau,Bassa,319964.1253,51345.85932,232344.525,244925.05,285951,314945.5,348806.75,411235.65,434210.825
Plateau,Bokkos,399294.7934,64273.23376,289420.85,305007.7,356576.5,392786,436258,514895.8,541983.125
Plateau,Jos East,88662.0745,18851.89226,58176.975,62267.9,75929,86367,99096,122338.35,132669.675
Plateau,Jos North,850290.6319,198810.7028,536787.45,577342.05,714458.75,823420.5,958100.75,1197313,1300919.175
Plateau,Jos South,816144.8852,170601.6802,541612.675,581522.95,700770.25,794198,907780.5,1114631.35,1205148.35
Plateau,Kanam,308226.0362,81449.39008,181804.625,197041.7,251839.5,296727,353715.75,455155.95,496076.8
Plateau,Kanke,187427.2854,37509.77399,123979.475,133460.95,162141.25,183749,208076.25,253969.9,271906.225
Plateau,Langtang North,421244.4328,97145.05398,264506.075,287771.75,355607,409744.5,474025.25,595577.8,647437.775
Plateau,Langtang South,266034.1142,61253.86695,166790.3,180776.75,224221.25,259479.5,299621,374896.1,408022.05
Plateau,Mangu,628740.1608,96437.81504,460507.525,486565.05,564602.5,620325,682800.5,801090.9,845809.675
Plateau,Mikang,178436.3944,45148.15865,107485.225,117438.45,147641.75,172563.5,202680.5,259990.65,285476.85
Plateau,Pankshin,309653.173,54320.39476,219438.575,231518.3,273217.5,303722.5,340064.5,406277.2,436224.025
Plateau,Qua'an Pan,567934.2631,138085.5581,349039.575,379529.7,473661.5,550955.5,643026.5,816102.25,892949.35
Plateau,Riyom,176385.0953,35354.51381,115540.525,124844.35,152542.5,172976.5,196408.75,239700.05,256443.3
Plateau,Shendam,688396.4168,156795.6185,439090.425,470963.2,582802.25,669407,772353,972630.05,1056811.575
Plateau,Wase,466570.2341,115559.7972,283539.15,309411.8,387981.75,452356,528806,674975.35,737348.375
Rivers,Abua/Odual,48948.4838,4090.726897,41558.95,42591.95,46174,48752,51484,55943,57700.45
Rivers,Ahoada East,147553.5546,11283.28067,127135.6,130038.1,139825,146979.5,154517.75,166729.4,171622.575
Rivers,Ahoada West,59023.6879,4569.984172,50704.975,51942.7,55878.75,58776,61904,66861.15,68573.05
Rivers,Akuku Toru,14260.9226,1294.197893,11859.925,12245.95,13405,14203,15053.25,16481.15,16970.175
Rivers,Andoni,59141.2474,4751.602925,50604,51805.9,55897,58911.5,62020.25,67354.8,69465.175
Rivers,Asari-Toru,27435.9051,2648.976797,22670.95,23354.85,25622.75,27291.5,29091.25,32047,32947.775
Rivers,Bonny,94080.9302,8060.626401,79416.925,81533.75,88640,93606,99204.5,107735.25,111280.275
Rivers,Degema,60284.5556,5242.058088,50702.925,52245.9,56720.5,59998.5,63561,69207.55,71573.625
Rivers,Eleme,247844.3662,20692.9725,210180.375,215987.95,233959,246783.5,260291.5,283096.45,292662.525
Rivers,Emuoha,181122.8345,15226.26209,153004.875,157750.85,170947,180243,190358.5,207282.55,214041.375
Rivers,Etche,353509.3168,27700.18599,302918.475,310517.45,334718.5,351907,370106.25,401752.15,413398.525
Rivers,Gokana,89043.6899,7707.736533,75036.7,77177.85,83873.75,88637,93662,102440.6,105834
Rivers,Ikwerre,385964.3755,30576.91336,329545.6,338384.75,365163.5,384495,404821.75,438007.25,450987.4
Rivers,Khana,249318.5729,17376.20569,216505.325,221921.6,237791.5,248713.5,260055.25,278339.05,286113.625
Rivers,Obio/Akpor,1728478.188,161327.1901,1432837.45,1475914.7,1621181.25,1720447.5,1826449.5,2004764.45,2081324.8
Rivers,Ogba/Egbema/Ndoni,286367.9604,23982.43954,243175.65,249920.05,270395.75,284764.5,300504.25,328817.15,339105.85
Rivers,Ogu Bolo,20911.5027,2266.695278,16841.825,17470.95,19320,20770.5,22327,24906.15,25749.075
Rivers,Okrika,111774.8553,8708.965979,95718.65,97966.9,105841.75,111487,117171.5,126655.35,130130.575
Rivers,Omumma,58341.2373,5978.401367,48277.8,49510.95,54116.75,57799.5,61954.5,69105.5,71585.625
Rivers,Opobo/Nkoro,2564.3565,342.927995,1982,2065,2325,2533,2772,3163,3326.025
Rivers,Oyigbo,213863.1837,19734.78716,177841.025,183326.5,200511.5,212791,225784,247146.7,257054.175
Rivers,Port-Harcourt,617897.272,54034.05985,516709.225,531805.15,582094.25,616354.5,651075,710607.7,729613.975
Rivers,Tai,59303.8071,4164.605986,51594.975,52793.9,56534.75,59111,61899.75,66324.2,68182
Sokoto,Binji,122234.1785,9756.243864,104252.975,107030.5,115702,121802.5,128364,138724.55,142702.175
Sokoto,Bodinga,354758.0908,28017.05587,303106.875,311137.85,335998.75,353485,372088.75,402062.35,414121.5
Sokoto,Dange Shuni,484183.9345,35495.7839,418006.25,428342.75,460113,482540,506638.5,544917.1,557470.375
Sokoto,Gada,499405.3215,40314.3946,425544.35,437023.7,472433.75,497348,524634,568025.75,584297.175
Sokoto,Goronyo,287676.5195,23569.76399,244890.55,250917.85,271513.75,286779,302541.25,327695.6,336945.55
Sokoto,Gudu,122942.4802,10628.5934,103411.55,106515.55,115800.75,122308.5,129582.5,141263.7,145444.075
Sokoto,Gwadabawa,422783.2233,34554.60375,359231.875,369402.75,399116.75,421388.5,444336.25,481668.95,494652.125
Sokoto,Illela,420933.4906,35697.09653,355474.05,364613.9,397016,419883.5,443320.25,480887.3,496564.775
Sokoto,Isa,213480.719,17903.0699,181086.8,185929.8,201432.5,212441,224641.25,244586.95,251600
Sokoto,Kebbe,131947.6102,11371.94905,111660.75,114479.85,124244,131270.5,139068,151618.75,155445.5
Sokoto,Kware,390912.2179,29228.60489,336705.8,344751.85,371252.75,389745,408878.75,440380.25,451069.2
Sokoto,Rabah,214849.5858,17979.56756,182380.3,187201.65,202789,213981.5,225709.25,245920,253185.075
Sokoto,Sabon Birni,434685.0272,36667.99783,368164.55,378438.2,409636.5,432419.5,457566.5,497514.2,511797.4
Sokoto,Shagari,270315.762,22378.97206,229678.8,235650.8,255125.5,269168,284329,308663.05,317059.825
Sokoto,Silame,144705.5886,12069.34859,122625.625,125974.9,136446.75,144284.5,152255.75,165345.05,169609.525
Sokoto,Sokoto North,335221.3883,33262.60416,274586.625,283445.85,312558.75,333767.5,356397,392257.6,405101.975
Sokoto,Sokoto South,407998.6994,44071.6462,328199.4,339789.05,377346,405784,436392.75,484493,500865.1
Sokoto,Tambuwal,405957.1378,32027.9452,347475.725,355844.6,384165,404374,425847.75,460621.45,473401.2
Sokoto,Tangaza,254548.8846,20109.9073,217675.05,223144.95,241056,253733.5,267152,288601.95,296674.025
Sokoto,Tureta,127597.5001,12346.01206,105290.725,108482.3,119198,126852,135294.25,148988.15,153695.3
Sokoto,Wamakko,584629.5848,39377.28166,511488.75,522728.65,557826.5,583058.5,610060,652109.2,665665.4
Sokoto,Wurno,298237.073,26287.31452,250084.825,256758.7,280824.5,297296,314679.5,342614.45,352683.25
Sokoto,Yabo,199744.4518,15768.93404,170507.975,175047.95,189122.5,199072.5,209648,226771.15,233104.3
Taraba,Ardo-Kola,318526.4589,28169.84763,263027.2,272618.9,299939.25,318298.5,337007,364505.25,374368.1
Taraba,Bali,616203.0871,55774.21698,506580.675,525511.55,579526.75,615707,652827.75,707260.45,726972.35
Taraba,Donga,357250.6691,31535.3043,293444.725,304643.6,336610.25,358130.5,378206.25,408135.65,418347.25
Taraba,Gashaka,185649.305,15774.83383,154339.9,159536.5,175258.25,185819,196080.25,211644.1,216803.35
Taraba,Gassol,672721.447,56468.49804,562244.8,580008.05,634873.75,672863.5,709473.75,765960.2,785900.275
Taraba,Ibi,203829.4904,17296.73315,169203.975,175199.4,192578.5,204050,215179.5,232011.1,237234.075
Taraba,Jalingo,666342.3217,61339.71371,548193.6,567986.1,625807.5,664302,706461.5,768509.95,789112.05
Taraba,Karim Lamido,432029.6377,39875.6032,354479.925,368645.75,405653,431773,458090,497755.95,511867.35
Taraba,Kurmi,171228.7919,15568.96874,140458.8,145417.75,160829.5,171384.5,181420.75,196886.9,202196.125
Taraba,Lau,171993.8057,15218.26057,141555.875,146953.15,162116.5,172103.5,182212.75,197132.35,201773.375
Taraba,Sardauna,547087.2971,48089.19677,455406.25,469361.95,514662,546240.5,578790.75,627530.35,643510.75
Taraba,Takum,413508.6216,36173.33676,338309.525,352337.85,390212.25,414538.5,437506.5,471385.1,483244.525
Taraba,Ussa,152395.3245,13311.94002,125372.95,129848.95,143832.25,152774,161122,174100.1,178361.025
Taraba,Wukari,733748.7086,62229.81926,606502.325,628343.8,693510.5,735575.5,775043,834101.3,853596.325
Taraba,Yorro,174828.7092,17694.53629,140244.8,145938.25,163336.25,174843.5,186148.75,204134.2,210463.075
Taraba,Zing,234001.5507,22127.69246,189473,197008.8,219671.5,234265,248236.5,270368.6,277857.475
Yobe,Bade,237341.4295,38395.30253,172483.45,181053.45,209801.5,233869,260811.75,305202.5,321922.15
Yobe,Bursari,223590.3466,31841.40809,166657.3,174587.75,201341,221790.5,243903.25,278088.25,290694.125
Yobe,Damaturu,373686.0125,59244.51291,274559.9,287868.8,332208.25,367686.5,408252.25,478032.6,506897.85
Yobe,Fika,326402.9729,53202.72957,233877.525,247248.6,289643.75,322078.5,358595,420228.1,443748.875
Yobe,Fune,521909.854,85256.51814,373438.825,395512.2,463286.5,514425,573500.75,673291.1,711517.025
